lat,lon,day_of_year,sst,ssh,sss,temp_50m,temp_100m,temp_200m,temp_500m
19.97,76.8,242,26.08,0.674,34.46,25.15,22.45,17.28,12.29
22.63,66.61,10,27.19,0.721,34.82,26.42,23.3,19.17,13.4
14.94,60.81,289,26.4,0.655,35.26,25.36,22.35,17.51,12.13
12.14,73.62,131,29.29,0.728,34.71,28.34,25.2,21.4,15.8
14.95,70.27,270,26.53,0.704,34.81,25.86,22.7,18.51,12.86
19.58,63.38,302,25.8,0.602,35.09,24.58,21.59,17.97,12.02
8.14,68.41,61,30.58,0.744,34.91,29.45,26.7,22.69,17.03
17.43,72.62,164,28.34,0.738,34.57,27.85,25.02,20.5,14.93
17.81,73.1,13,27.61,0.715,34.78,26.61,24.21,20.38,14.71
18.2,68.49,272,26.18,0.693,34.84,25.47,22.17,17.44,12.15
11.87,65.19,208,27.3,0.621,34.98,26.43,23.36,19.14,14.14
19.42,76.55,246,25.74,0.638,34.5,24.56,21.14,16.3,10.78
9.46,71.28,133,29.35,0.705,34.5,28.31,25.5,21.54,16.2
11.19,66.94,244,27.47,0.728,34.98,26.45,24.07,20.07,14.94
22.04,64.77,294,25.73,0.695,34.91,25.53,22.54,18.49,12.67
19.82,72.43,38,28.06,0.732,34.71,26.65,24.19,19.72,14.75
8.22,64.12,359,29.05,0.719,34.95,27.61,24.96,21.4,15.5
11.97,62.92,56,29.47,0.724,35.05,28.39,25.78,22.05,16.55
11.43,69.01,319,27.31,0.673,34.8,26.18,23.52,19.52,14.22
12.33,64.93,48,29.33,0.716,34.92,28.12,25.8,21.47,16.43
11.96,70.69,105,29.76,0.757,34.75,28.56,25.62,21.38,15.88
9.0,62.0,59,29.74,0.732,35.07,28.78,26.12,22.01,16.54
15.34,71.13,77,28.51,0.67,34.65,27.37,25.09,20.55,15.53
19.72,64.82,218,26.91,0.692,35.12,25.91,22.76,19.0,13.05
17.71,60.0,55,28.54,0.745,35.12,27.82,24.88,21.28,15.48
18.77,62.16,55,27.53,0.764,35.17,26.79,24.08,20.67,14.8
9.3,75.87,129,30.38,0.764,34.63,29.19,26.05,21.82,15.99
23.22,74.75,85,27.77,0.627,34.7,26.66,23.57,20.02,14.25
21.42,63.97,214,27.1,0.716,34.99,26.42,24.18,20.65,15.52
20.88,73.23,115,28.28,0.756,34.65,27.23,24.11,19.76,14.71
21.17,70.35,314,26.04,0.697,34.77,25.44,22.48,17.98,12.6
22.92,76.51,293,25.68,0.699,34.59,24.94,22.16,18.49,13.29
16.71,66.35,49,28.38,0.781,34.92,27.39,24.63,20.31,15.06
11.2,71.58,67,29.63,0.72,34.78,28.67,25.64,21.25,15.75
17.87,61.08,275,26.92,0.74,35.13,25.61,22.68,18.9,13.68
19.89,66.74,129,27.9,0.694,35.04,27.32,24.17,19.51,14.24
19.81,76.38,29,27.96,0.741,34.54,27.04,24.0,19.72,14.42
16.34,69.16,343,27.09,0.693,34.82,26.17,23.53,18.69,13.21
9.1,64.89,33,29.43,0.714,35.04,28.22,25.63,21.2,15.75
13.94,62.04,119,29.77,0.809,35.28,28.73,26.13,21.77,16.22
22.73,71.96,180,27.0,0.662,34.66,26.49,23.66,19.26,13.23
17.35,70.96,151,28.44,0.798,34.87,27.45,24.5,20.22,14.7
16.61,66.36,133,28.63,0.698,34.86,27.6,24.36,19.44,13.95
12.3,76.17,327,28.43,0.683,34.56,27.54,24.59,20.09,14.32
13.9,60.38,185,27.78,0.677,35.11,26.84,24.05,20.49,14.85
22.33,65.16,134,27.27,0.748,34.96,26.74,24.2,20.22,14.93
18.66,75.66,177,28.02,0.648,34.51,26.71,23.31,19.0,13.76
20.6,65.46,22,27.44,0.73,35.05,26.48,23.51,19.15,13.15
15.27,64.29,241,27.02,0.754,34.98,25.76,22.2,18.41,12.7
18.08,69.08,77,29.17,0.738,34.89,28.49,25.14,21.08,15.82
11.97,74.0,204,28.1,0.697,34.59,26.8,24.34,19.8,13.92
19.29,61.75,4,28.06,0.715,35.13,27.23,23.98,19.67,14.13
14.84,76.03,328,27.3,0.644,34.7,26.06,23.27,18.67,12.8
15.08,73.52,165,28.08,0.818,34.58,27.0,24.4,20.02,14.26
18.39,63.08,128,27.7,0.728,35.0,26.59,23.59,19.76,14.37
22.98,72.1,45,27.68,0.652,34.69,26.86,23.67,19.8,14.49
9.02,66.54,218,27.49,0.662,34.94,26.79,24.0,20.31,15.12
21.2,66.84,235,26.18,0.662,34.99,25.03,22.67,18.63,13.97
12.68,73.32,136,29.6,0.706,34.67,28.34,25.79,21.08,15.53
15.1,76.37,168,28.23,0.657,34.57,27.37,24.46,19.87,14.32
8.35,62.15,237,28.04,0.723,35.0,26.89,23.86,19.95,14.84
12.82,67.15,93,29.75,0.803,34.94,28.47,25.92,21.86,16.7
16.04,68.18,5,28.1,0.75,34.91,27.04,23.73,19.17,13.83
8.9,66.4,156,29.74,0.76,35.01,28.34,25.74,21.5,15.89
15.86,66.17,245,26.76,0.662,34.92,25.7,22.71,19.37,14.09
22.83,60.89,360,26.0,0.652,35.16,24.98,21.71,17.98,12.3
9.69,71.65,81,30.28,0.818,34.8,29.26,25.82,22.32,16.62
20.23,67.42,247,26.02,0.6,34.8,25.27,22.96,18.39,12.97
14.55,63.31,343,27.31,0.658,34.89,25.79,22.9,19.47,14.59
18.48,73.87,137,28.38,0.706,34.53,27.49,24.36,20.06,14.47
12.16,73.64,63,29.49,0.745,34.59,27.99,25.11,21.64,16.16
10.55,68.27,307,27.38,0.689,34.98,26.32,23.3,19.34,13.37
10.57,65.07,116,29.32,0.749,35.2,28.57,25.54,21.69,15.92
9.13,70.85,113,30.09,0.8,34.68,28.92,25.87,22.05,16.66
10.97,64.9,31,28.91,0.667,35.0,27.9,25.07,21.01,15.65
18.63,64.01,7,27.58,0.633,34.99,26.82,24.23,20.37,15.45
22.11,72.42,3,27.06,0.655,34.75,26.37,23.09,18.58,12.77
21.03,60.69,307,26.33,0.694,35.2,25.64,23.19,19.04,13.58
18.96,61.61,243,26.96,0.653,35.05,26.14,23.03,19.24,13.61
9.77,60.12,56,29.79,0.762,35.13,28.56,25.75,21.7,16.28
12.63,62.6,73,29.32,0.755,35.08,28.42,25.53,21.29,15.63
12.96,61.17,10,28.96,0.751,35.28,28.24,25.12,21.11,15.09
12.0,76.93,61,29.76,0.825,34.46,28.81,26.24,21.59,16.29
16.24,64.91,50,28.72,0.76,34.85,27.81,24.69,21.01,15.29
16.57,62.54,122,28.82,0.775,35.23,27.54,25.08,20.14,14.57
13.71,64.1,175,28.31,0.714,35.09,27.09,24.43,20.32,14.84
13.66,75.91,1,28.22,0.776,34.45,27.07,23.96,20.16,14.65
21.26,68.84,38,27.71,0.704,34.88,26.64,23.42,19.36,12.97
20.63,66.2,190,26.66,0.592,35.03,25.76,23.28,18.99,13.02
12.92,74.85,79,29.44,0.851,34.62,28.23,24.96,21.3,15.72
22.62,66.71,345,26.93,0.68,35.07,26.27,23.39,19.02,14.21
23.25,65.7,338,25.93,0.669,35.03,25.04,22.41,18.98,13.2
13.23,63.52,190,27.98,0.667,35.09,26.74,24.05,19.86,14.25
13.67,66.42,184,27.85,0.793,34.96,26.66,23.7,19.5,14.41
16.09,65.38,67,29.23,0.715,35.0,28.29,25.21,21.4,16.11
23.06,71.51,17,27.34,0.675,34.83,26.46,23.84,19.62,14.24
22.02,64.92,316,25.62,0.577,34.99,24.79,21.43,17.37,11.91
9.64,69.81,296,27.04,0.696,34.9,25.9,23.13,19.26,13.19
14.28,61.12,209,27.79,0.692,35.19,27.14,23.9,19.31,13.34
16.85,63.25,345,26.87,0.614,35.08,26.09,23.02,19.17,13.39
16.05,66.93,41,28.82,0.732,34.89,27.69,24.93,20.16,14.54
11.1,75.93,115,29.44,0.757,34.53,28.0,24.89,20.79,15.65
21.74,66.41,100,28.33,0.71,34.98,27.42,24.91,20.67,15.18
18.83,71.29,345,27.1,0.61,34.85,25.97,23.38,18.76,13.06
21.41,64.34,349,26.5,0.677,35.08,25.3,22.26,18.83,13.25
21.74,62.16,139,27.49,0.644,35.04,26.77,23.89,19.85,14.76
19.97,61.0,316,26.48,0.7,35.0,25.6,22.42,18.06,12.59
15.03,65.19,324,26.96,0.657,35.07,26.2,23.52,19.48,14.18
17.77,62.68,334,27.26,0.725,35.36,26.32,23.93,20.82,15.18
10.57,62.96,302,27.3,0.69,35.05,26.19,22.99,18.49,12.41
18.78,72.93,294,26.36,0.663,34.64,25.2,22.43,18.59,13.29
10.87,60.27,17,28.8,0.785,35.27,27.61,24.82,20.35,14.95
19.1,69.48,322,26.53,0.633,34.73,25.27,22.08,18.17,12.96
11.67,66.45,292,27.1,0.639,35.09,26.26,23.14,18.77,13.3
9.88,68.61,74,29.81,0.787,34.9,28.47,25.03,20.86,16.09
10.64,69.57,263,26.66,0.617,34.81,25.63,22.99,18.96,13.17
8.03,65.33,16,29.08,0.71,34.91,27.91,24.95,21.37,15.55
19.5,65.02,14,27.39,0.628,35.09,26.57,23.54,18.85,13.3
19.72,72.47,336,26.65,0.715,34.66,25.77,23.53,20.11,14.52
16.24,74.81,281,26.96,0.639,34.68,25.74,22.38,17.51,11.96
10.58,63.27,361,28.32,0.693,35.11,27.19,24.72,20.76,15.23
9.34,61.66,4,29.31,0.698,35.26,28.47,24.97,20.9,15.3
8.31,75.26,127,29.68,0.745,34.61,28.4,25.37,21.22,15.55
10.65,65.95,312,27.32,0.684,35.27,26.49,23.13,19.05,13.25
22.25,69.37,6,26.42,0.696,34.88,25.72,22.62,18.73,13.4
11.86,66.11,129,29.56,0.704,34.97,28.54,25.53,21.61,16.47
13.67,62.14,232,27.27,0.664,35.08,26.12,23.07,18.9,14.39
9.69,70.02,313,27.98,0.766,34.89,26.94,24.14,20.32,14.93
11.56,68.93,195,28.25,0.759,34.81,27.1,24.48,20.29,15.13
16.31,63.45,65,28.83,0.708,34.98,28.1,25.21,21.15,15.71
17.72,67.68,321,26.8,0.672,34.85,25.62,22.88,19.24,13.96
11.93,73.55,103,30.23,0.856,34.64,29.25,26.79,23.17,17.65
8.92,70.04,277,27.52,0.648,35.02,26.43,23.39,19.71,14.12
14.26,61.65,158,29.17,0.668,35.16,28.24,25.68,21.17,15.6
11.75,69.32,224,27.91,0.686,34.76,27.01,24.92,20.99,16.06
11.51,71.95,289,27.42,0.689,34.83,26.2,23.9,19.98,15.02
23.36,73.48,278,25.67,0.608,34.68,24.68,22.36,18.97,13.22
17.86,70.69,182,26.57,0.706,34.9,25.69,23.06,19.28,13.93
16.91,62.6,4,27.67,0.708,35.29,26.92,24.41,20.06,14.48
14.65,72.07,215,27.16,0.661,34.57,26.13,23.15,18.9,13.94
14.86,71.51,217,27.93,0.686,34.5,27.24,24.37,19.25,13.4
16.65,60.42,209,27.07,0.652,35.38,26.06,23.18,19.05,13.89
19.14,67.0,74,28.47,0.757,34.85,27.43,24.35,20.1,14.63
19.23,65.66,227,26.47,0.645,34.8,25.66,22.89,18.58,12.52
10.75,71.38,93,29.4,0.704,34.69,28.22,25.21,20.8,15.88
16.0,63.67,65,28.71,0.77,34.96,27.64,24.78,21.29,15.27
14.59,70.04,321,27.43,0.682,34.72,26.5,23.24,18.07,12.26
21.93,75.52,10,26.48,0.61,34.66,25.82,22.86,18.25,12.38
18.1,73.56,303,26.53,0.734,34.62,25.67,23.2,20.05,14.94
16.52,75.66,322,26.64,0.694,34.41,25.71,22.93,19.22,13.54
9.85,76.63,305,28.08,0.714,34.54,27.38,24.93,20.95,15.1
17.69,60.18,278,26.47,0.656,35.11,25.68,22.67,18.57,13.25
9.88,70.59,86,29.46,0.743,34.75,28.31,25.36,21.03,15.2
13.4,67.02,26,28.59,0.716,34.9,27.79,25.0,20.39,15.03
10.29,74.62,218,28.1,0.702,34.7,26.98,24.07,20.12,14.73
19.07,64.28,95,28.45,0.7,34.98,27.67,24.4,20.62,15.2
11.3,76.68,244,27.5,0.691,34.6,26.56,23.88,19.5,13.42
14.27,70.43,107,29.21,0.722,34.62,28.22,25.06,20.23,15.08
22.33,73.49,248,26.03,0.66,34.75,25.05,22.22,18.38,13.32
11.27,61.46,14,28.93,0.737,35.27,27.87,24.36,20.57,15.35
16.12,63.12,161,28.2,0.688,35.05,27.15,24.11,20.34,15.07
14.71,72.89,71,29.13,0.74,34.6,28.19,25.29,21.12,15.57
8.29,60.37,152,29.23,0.769,35.08,28.2,25.49,20.52,15.54
20.68,73.89,75,28.69,0.64,34.64,27.43,24.24,19.65,13.73
9.1,60.24,215,29.09,0.766,35.31,28.06,24.91,21.32,15.14
15.59,71.17,51,28.69,0.682,34.71,28.3,25.99,21.35,16.23
16.97,66.21,143,28.42,0.704,35.06,27.42,25.16,21.34,15.31
18.05,70.4,36,28.49,0.612,34.67,27.77,25.12,20.61,15.44
19.02,71.83,167,27.97,0.732,34.69,27.22,24.73,20.18,14.26
12.05,65.82,236,27.49,0.665,34.96,26.12,23.17,19.8,14.49
8.16,61.84,260,27.52,0.676,35.15,26.5,23.86,20.5,14.78
19.58,61.18,192,27.61,0.702,35.12,26.56,23.89,19.85,14.47
16.57,70.01,202,27.52,0.617,34.92,26.54,23.44,19.15,14.07
21.38,68.85,262,25.88,0.649,34.97,24.74,21.97,18.29,12.54
21.14,72.62,185,26.76,0.699,34.68,25.99,23.05,18.32,13.32
21.49,68.67,158,27.48,0.702,34.8,26.57,23.83,20.21,14.72
15.76,67.18,246,26.23,0.641,34.85,25.53,22.55,19.26,13.79
13.34,66.77,110,29.56,0.758,35.03,28.27,24.96,21.09,15.95
20.66,60.45,99,28.59,0.725,35.12,27.9,25.04,20.48,15.37
15.22,65.7,241,26.97,0.709,34.83,26.08,23.47,19.98,14.46
10.94,76.59,202,27.88,0.756,34.41,26.64,24.01,20.04,14.08
21.68,74.85,122,28.12,0.697,34.67,26.96,23.58,19.43,13.94
22.12,65.6,117,28.2,0.725,34.84,27.31,24.5,20.01,14.06
15.46,69.99,96,28.85,0.709,34.76,27.93,25.28,20.73,15.2
9.21,74.4,234,28.17,0.732,34.63,26.86,24.04,20.4,14.79
14.21,67.5,67,29.32,0.768,34.73,28.14,25.51,21.38,15.45
20.86,60.31,218,26.3,0.652,35.21,25.64,22.39,18.25,12.49
22.43,61.27,15,26.97,0.7,35.12,25.99,22.79,18.74,13.63
11.26,68.68,273,27.26,0.688,34.66,26.32,23.65,18.77,13.17
9.07,76.48,219,27.84,0.703,34.56,26.99,24.03,19.92,14.29
22.04,71.78,274,25.77,0.608,34.77,24.77,22.32,18.22,12.88
14.23,61.21,147,28.92,0.745,35.17,27.68,24.9,21.39,16.39
16.67,63.22,332,27.4,0.669,35.12,26.63,23.53,19.76,14.09
23.49,73.11,344,26.34,0.695,34.7,25.47,22.34,17.75,12.61
9.07,74.3,152,29.56,0.723,34.7,28.37,24.95,20.69,15.19
18.37,70.5,347,27.0,0.691,34.69,26.37,23.73,20.05,15.13
9.19,70.96,304,27.52,0.685,34.62,26.37,23.49,18.87,13.69
14.01,60.48,15,28.28,0.729,35.06,27.33,24.74,21.32,15.71
20.86,74.09,354,27.27,0.686,34.56,26.09,23.32,19.21,13.79
14.94,73.4,84,29.34,0.717,34.87,28.34,25.52,21.63,15.89
23.95,64.4,192,26.53,0.71,34.94,25.56,22.95,18.67,13.22
16.94,72.05,41,27.89,0.671,34.67,26.85,23.98,19.7,13.95
13.14,63.65,352,28.06,0.737,35.03,26.93,23.96,19.49,13.78
11.52,60.69,324,27.29,0.621,35.14,26.51,23.69,20.21,15.06
13.61,63.42,261,26.61,0.657,35.24,25.47,22.89,19.03,13.6
13.96,63.04,309,26.78,0.734,34.91,25.67,22.52,18.03,12.64
9.1,65.74,136,29.46,0.743,35.19,28.67,26.08,22.26,16.61
13.91,67.11,278,27.17,0.689,34.93,26.09,23.27,19.54,13.95
15.43,68.65,106,29.12,0.808,34.95,28.02,25.0,21.33,15.73
19.56,68.1,7,27.13,0.678,34.88,26.46,23.67,19.69,14.01
18.51,64.6,302,26.19,0.666,35.1,25.28,22.8,18.77,13.08
19.34,60.5,30,28.04,0.735,35.09,27.17,24.65,20.18,14.42
8.13,70.29,126,30.18,0.72,34.65,29.12,26.38,22.81,16.9
11.48,66.73,357,28.35,0.701,35.19,27.57,24.91,21.07,15.55
18.59,65.08,79,28.24,0.722,35.19,27.13,24.28,20.57,14.79
15.74,74.74,67,28.81,0.671,34.51,28.08,25.06,20.21,15.21
8.09,72.69,23,30.16,0.83,34.76,28.75,25.97,22.25,16.35
20.87,74.58,189,26.57,0.697,34.73,25.55,22.56,18.47,12.85
20.36,68.41,74,28.41,0.746,34.93,27.35,24.17,20.4,15.12
16.77,62.23,5,28.42,0.775,35.09,27.45,24.44,19.86,13.71
9.06,71.84,82,29.94,0.797,34.93,28.69,25.3,21.93,16.66
20.26,63.5,25,28.21,0.707,35.13,27.59,24.37,20.0,14.26
17.34,67.5,264,26.21,0.591,34.81,25.38,23.19,19.55,13.73
20.51,61.11,2,26.57,0.64,35.12,25.7,23.22,19.04,13.71
20.03,74.03,278,25.83,0.619,34.53,24.77,21.89,18.53,13.24
20.85,62.14,328,26.13,0.679,35.1,25.55,22.87,18.89,13.05
16.29,75.35,343,26.81,0.678,34.57,25.88,22.75,19.41,13.81
10.25,74.69,224,27.75,0.64,34.69,26.63,24.01,19.88,14.74
18.74,67.9,72,28.82,0.769,34.96,27.89,25.08,20.54,14.9
17.93,72.65,68,28.44,0.776,34.73,27.47,24.37,20.39,14.59
19.88,70.53,320,26.27,0.717,34.81,25.55,22.6,18.44,12.91
10.72,73.65,94,30.2,0.731,34.76,29.36,26.38,22.04,16.51
11.12,67.34,19,28.69,0.744,34.88,27.45,24.83,21.23,15.65
22.25,73.36,128,28.02,0.67,34.43,27.05,24.19,19.55,14.18
20.0,67.86,343,26.24,0.735,35.1,25.24,21.9,18.57,12.87
22.53,76.0,82,27.72,0.703,34.47,26.95,23.96,19.79,14.48
20.14,68.27,254,25.98,0.635,34.94,25.31,22.25,17.61,12.0
17.55,67.86,221,27.19,0.664,34.85,25.99,22.71,18.77,12.84
18.47,73.35,343,26.71,0.685,34.81,25.59,22.52,18.5,13.47
22.23,73.97,97,27.78,0.724,34.55,26.88,23.37,19.21,13.25
17.26,69.43,52,28.63,0.663,34.75,27.8,24.69,20.34,15.09
18.12,63.06,175,27.77,0.759,35.03,26.66,23.84,20.27,14.72
10.5,67.95,338,27.78,0.722,34.94,26.63,23.9,20.02,14.53
15.58,76.46,182,27.72,0.757,34.56,26.6,23.88,19.58,13.82
19.46,72.8,353,27.36,0.759,34.74,26.62,24.03,20.09,14.44
12.34,73.79,115,29.1,0.739,34.66,28.04,25.53,21.12,15.86
11.24,60.56,348,28.27,0.752,35.27,27.07,23.89,20.18,14.35
13.02,67.95,1,28.11,0.69,34.98,26.86,23.6,20.34,14.69
11.86,70.99,63,29.9,0.748,34.91,28.78,25.92,22.26,17.08
11.44,74.11,248,27.57,0.76,34.67,26.47,23.75,19.39,13.71
14.8,60.84,231,27.36,0.661,35.2,26.54,23.46,18.97,13.48
22.53,74.49,226,25.84,0.653,34.8,25.22,22.47,18.41,12.94
16.11,69.32,19,28.42,0.686,34.95,27.22,24.93,20.18,14.42
11.01,63.35,31,29.4,0.726,35.12,28.54,25.27,21.54,16.17
9.23,65.39,333,28.34,0.7,34.84,27.39,24.54,20.71,15.19
19.14,64.79,121,28.29,0.777,34.84,27.29,24.71,20.55,14.81
14.12,69.02,24,28.61,0.749,34.9,27.77,24.83,20.62,15.31
21.15,60.88,325,25.71,0.675,35.23,24.69,21.98,17.84,12.38
18.55,62.7,211,27.38,0.619,35.02,26.55,24.02,20.54,15.02
20.74,73.82,161,27.34,0.692,34.68,26.96,24.03,19.76,14.17
12.35,62.25,255,27.11,0.668,35.02,26.12,22.97,18.39,12.45
19.08,63.97,59,27.96,0.729,35.1,27.0,24.1,19.69,14.14
12.22,67.71,114,29.68,0.857,34.95,28.38,25.12,21.42,15.25
23.03,68.79,160,27.36,0.595,34.91,26.56,23.59,19.11,13.83
18.18,72.98,220,26.66,0.686,34.71,25.95,23.23,19.61,13.77
13.19,67.6,357,27.36,0.779,34.87,26.2,23.36,19.18,13.84
12.31,73.43,169,28.42,0.702,34.64,27.49,24.94,20.12,14.2
11.05,70.51,12,28.93,0.744,34.9,27.81,25.01,21.21,15.32
19.11,61.92,242,26.38,0.689,35.16,25.41,22.33,18.12,12.4
11.5,62.66,139,29.28,0.662,35.14,28.33,25.2,21.24,16.3
17.52,67.43,97,28.64,0.74,34.91,27.33,24.65,20.3,14.67
12.23,66.75,147,28.58,0.696,35.0,27.51,24.73,21.12,16.13
18.59,72.64,182,27.71,0.783,34.79,27.0,24.05,20.13,14.77
21.04,69.87,57,27.61,0.69,34.74,26.71,23.97,20.74,15.16
20.45,66.6,42,27.87,0.678,35.0,27.0,23.95,20.13,14.68
20.17,62.9,354,26.64,0.703,35.06,25.73,22.15,17.96,12.56
11.0,63.86,199,28.51,0.745,35.08,27.83,25.27,20.83,15.46
9.41,69.78,31,29.57,0.793,34.89,28.56,25.86,21.19,16.09
19.18,67.2,180,27.27,0.764,34.77,26.12,23.21,19.06,13.58
13.89,68.75,2,28.36,0.698,34.74,27.19,24.07,19.94,14.62
14.92,62.9,288,26.35,0.729,35.02,25.39,22.46,19.0,14.08
8.5,71.27,138,29.73,0.837,34.68,28.87,25.44,21.17,15.2
12.15,74.49,105,29.23,0.716,34.6,28.32,25.5,21.8,16.27
8.54,64.38,218,28.54,0.699,35.19,27.63,24.2,20.05,14.79
22.07,68.36,222,26.25,0.659,34.98,25.18,22.39,19.04,13.13
11.89,76.58,331,27.95,0.7,34.48,27.03,23.97,19.24,13.45
16.92,65.67,105,28.66,0.798,35.06,27.57,24.63,21.07,15.29
8.62,70.12,127,30.11,0.739,34.79,28.98,25.77,21.47,16.08
18.67,61.53,265,25.88,0.656,35.17,25.14,22.77,19.02,13.68
13.17,70.3,200,27.58,0.667,34.69,26.45,23.72,20.25,14.49
22.37,61.52,252,25.68,0.645,35.01,24.55,21.53,17.29,11.91
22.21,76.31,15,26.89,0.763,34.62,25.99,23.05,18.51,12.82
13.2,72.17,226,27.62,0.771,34.72,26.62,24.22,19.64,14.52
22.42,73.4,353,26.45,0.679,34.72,25.75,22.63,18.19,12.84
23.94,71.97,105,27.45,0.719,34.88,26.47,23.28,18.21,12.93
21.21,70.03,233,25.74,0.661,34.78,24.77,21.6,17.4,12.38
21.52,67.65,319,26.33,0.648,34.87,25.52,22.49,18.65,13.36
11.98,74.59,219,26.93,0.755,34.79,26.0,23.57,19.57,13.9
17.23,76.27,277,26.11,0.706,34.55,25.22,22.2,17.95,12.48
9.08,68.48,261,28.09,0.722,34.78,26.96,23.97,19.52,13.63
9.52,75.84,341,28.19,0.707,34.64,26.95,24.16,19.83,14.0
23.98,69.92,336,26.24,0.651,34.78,25.62,22.79,18.8,13.48
13.23,69.15,190,28.19,0.729,34.75,27.42,24.84,21.07,16.08
19.97,67.73,198,26.83,0.674,34.9,25.83,23.24,18.54,13.37
20.91,63.56,353,26.32,0.705,35.14,25.36,22.61,18.57,13.17
21.73,60.06,277,25.34,0.65,35.08,24.64,21.74,17.75,11.8
23.96,64.11,336,25.63,0.601,34.92,24.86,22.35,17.87,12.41
11.86,68.67,39,29.31,0.703,34.85,28.39,25.3,21.42,15.61
8.65,66.46,162,29.52,0.795,34.83,28.47,25.31,21.59,16.2
14.58,67.62,121,28.8,0.688,34.77,27.88,24.92,20.59,14.69
10.08,76.67,262,27.49,0.681,34.53,26.33,23.84,19.39,13.94
8.36,65.95,216,28.29,0.701,35.07,26.78,23.68,20.44,14.79
13.77,67.69,312,27.21,0.637,34.97,26.24,23.24,19.47,13.99
20.54,62.27,49,27.79,0.716,35.1,27.06,24.25,20.22,14.56
17.06,60.82,92,29.33,0.745,35.3,28.45,25.56,21.19,15.22
13.0,73.18,129,29.41,0.727,34.85,28.24,25.26,20.85,15.66
18.47,69.7,321,26.63,0.752,34.86,25.6,22.86,18.99,13.4
11.71,72.93,28,28.84,0.638,34.65,28.29,25.33,20.9,15.27
8.23,62.55,356,28.53,0.691,35.25,27.49,24.96,20.51,14.97
20.23,69.72,148,27.96,0.686,34.96,26.61,23.84,19.69,13.99
17.98,64.31,328,26.65,0.615,35.05,25.61,23.11,19.26,13.57
20.2,63.88,65,28.29,0.809,35.17,27.37,24.23,20.83,15.77
8.62,60.2,218,27.65,0.789,35.11,26.29,23.35,19.35,13.87
21.39,62.22,51,27.76,0.675,34.9,26.88,23.47,19.04,13.41
17.91,65.26,305,26.45,0.714,34.89,25.43,22.97,18.77,12.77
17.01,61.99,74,29.09,0.766,35.14,28.19,25.99,22.41,16.76
17.99,76.76,199,26.89,0.743,34.52,25.91,22.95,19.33,13.54
21.83,65.25,192,26.28,0.654,35.09,25.3,22.59,18.98,13.36
17.39,62.22,189,27.59,0.715,34.96,26.59,23.77,20.07,15.03
17.3,63.38,12,27.83,0.761,34.92,27.07,23.8,20.47,15.4
23.85,69.99,239,25.11,0.673,34.88,24.32,21.86,17.84,12.27
20.11,61.09,360,26.58,0.673,35.01,25.66,22.74,18.94,13.23
15.08,74.66,81,28.93,0.7,34.59,28.02,24.55,20.13,14.8
19.32,76.35,270,26.08,0.622,34.55,25.19,22.16,18.15,12.99
14.23,64.19,290,27.33,0.616,34.97,26.11,22.89,18.9,13.31
11.66,67.65,48,29.01,0.772,34.95,28.1,25.25,21.47,16.57
17.55,60.38,317,26.85,0.684,34.98,25.79,22.99,18.64,12.97
22.85,70.89,209,25.66,0.651,34.95,24.76,22.29,17.57,11.96
22.87,67.04,35,27.56,0.696,34.89,26.43,24.13,19.8,14.25
13.47,64.59,119,29.7,0.715,35.0,28.85,26.57,22.89,17.29
16.44,63.52,65,28.86,0.748,35.33,27.93,24.75,20.56,14.72
11.39,71.12,315,27.38,0.716,34.62,26.39,23.71,19.8,14.53
23.93,67.08,242,25.96,0.614,34.81,25.32,22.75,18.41,12.82
23.7,63.05,36,27.45,0.692,35.22,26.81,23.8,20.12,15.26
18.39,71.71,252,26.37,0.635,34.58,25.32,22.59,18.44,13.18
20.87,69.61,243,25.73,0.633,34.87,24.87,22.17,18.02,12.62
19.44,74.6,42,28.19,0.67,34.56,27.28,24.3,20.73,15.81
17.49,62.0,69,28.48,0.714,34.96,27.52,25.05,21.58,16.29
8.85,73.36,107,30.12,0.839,34.72,28.86,26.01,22.45,17.15
15.28,71.45,39,28.67,0.71,34.8,27.98,25.07,20.84,15.14
18.8,61.96,69,28.82,0.707,35.12,28.12,24.9,20.56,14.99
18.84,71.81,180,27.25,0.663,34.93,26.44,23.95,19.49,14.29
13.97,67.51,12,28.31,0.712,34.82,27.58,24.74,20.05,14.79
23.07,76.06,339,26.46,0.735,34.64,25.74,22.89,18.42,12.74
10.68,62.41,204,28.09,0.769,35.14,26.97,23.83,19.39,14.59
16.01,70.93,36,28.49,0.719,34.86,27.45,24.85,20.25,14.69
19.05,66.49,126,28.21,0.691,34.89,27.39,24.2,19.5,14.35
19.15,76.27,63,28.34,0.65,34.41,27.17,23.68,19.06,13.64
18.38,65.61,332,27.0,0.644,34.91,26.26,23.23,19.11,13.74
12.4,76.36,82,30.07,0.693,34.54,28.72,25.97,22.05,16.45
10.5,75.33,307,27.11,0.713,34.66,26.26,23.51,19.55,14.11
18.18,64.6,299,26.01,0.704,35.02,25.19,22.38,18.07,12.11
17.59,73.66,34,28.18,0.7,34.68,27.64,24.74,20.5,15.33
10.87,76.93,240,27.58,0.713,34.7,26.55,23.75,19.79,14.52
19.28,64.3,97,28.44,0.68,35.03,27.67,25.69,21.67,16.73
15.28,67.43,49,28.64,0.652,34.85,27.8,25.05,21.18,15.7
18.68,68.84,146,27.73,0.704,34.89,26.65,23.67,19.19,13.39
